Question,infomation,productTopSell,recommendedProduct,ingredient,quality,greeting
có thể giải đáp giúp mình không có sản phẩm nào được chế biến từ bơ,0,0,0,1,0,0
cậu có thể cho mình biết sản phẩm nào sử dụng sữa,0,0,0,1,0,0
có thể hỗ trợ mình với cà phê nào phù hợp với tớ,0,0,1,0,0,0
bạn có thể cho tớ thông tin về espresso với cà phê khác nhau như thế nào,0,0,0,0,1,0
bạn có thể trả lời giúp mình sản phẩm chứa phô mai nào phổ biến nhất,0,0,0,1,0,0
bạn giúp mình chút được không top sản phẩm hot nhất mà Quán đang bán là gì,0,1,0,0,0,0
mình hỏi chút có cà phê nào mà tớ không nên bỏ lỡ không,0,0,1,0,0,0
có thể hỗ trợ mình với hiện tại có thể mua bao nhiêu americano,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình có sản phẩm nào chứa mật ong không,0,0,0,1,0,0
bạn cho mình hỏi sản phẩm nào được làm từ đường,0,0,0,1,0,0
cho tớ hỏi espresso có an toàn khi sử dụng không,0,0,0,0,1,0
mình hỏi chút cà phê được mô tả như thế nào,1,0,0,0,0,0
bạn có thể trả lời giúp mình người dùng nói gì về cà phê,0,0,0,0,1,0
cho tớ hỏi espresso có tốt như lời đồn không,0,0,0,0,1,0
mình đang thắc mắc về americano với cà phê thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
em muốn thử cà phê gì,0,0,1,0,0,0
cho tớ hỏi cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
cậu giúp mình với cà phê nào mình nên thử,0,0,1,0,0,0
bạn có thể cho tớ thông tin về anh muốn thử cà phê gì,0,0,1,0,0,0
mình hỏi chút espresso có đảm bảo chất lượng không,0,0,0,0,1,0
cậu có thể cho mình biết có thể đặt hàng cà phê bây giờ được không,1,0,0,0,0,0
cho tớ hỏi mình thích cà phê nào thì nên mua gì,0,0,1,0,0,0
có thể giải đáp giúp mình không americano có đang trong kho hay không,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình tôi có thể tham khảo cà phê nào,0,0,1,0,0,0
cậu có thể cho mình biết cho tôi biết cà phê nào phù hợp với bạn,0,0,1,0,0,0
cậu giúp mình với có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
bạn có thể trả lời giúp mình sản phẩm nào được nhiều người mua nhất tuần này,0,1,0,0,0,0
mình muốn biết tôi có thể tìm sản phẩm chứa đường ở đâu,0,0,0,1,0,0
mình cần chút thông tin về sản phẩm nào được chế biến bởi bột mì,0,0,0,1,0,0
mình đang thắc mắc về có sản phẩm nào chứa phô mai không,0,0,0,1,0,0
có sản phẩm nào được chế biến từ đường,0,0,0,1,0,0
mình có điều muốn hỏi espresso là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
hello shop có thể giúp mình giải đáp,0,0,0,0,0,1
những sản phẩm nào đang nằm trong top doanh số,0,1,0,0,0,0
cho tớ hỏi có thể đặt hàng americano bây giờ được không,1,0,0,0,0,0
mọi người cho mình hỏi,0,0,0,0,0,1
bạn có thể cho tớ thông tin về có sản phẩm nào được chế biến từ bơ,0,0,0,1,0,0
mình có điều muốn hỏi americano có phải là lựa chọn tốt không,0,0,0,0,1,0
chào nhân viên bạn giúp mình với,0,0,0,0,0,1
cậu có thể cho mình biết espresso có thành phần đặc trưng nào,1,0,0,0,0,0
mình muốn tìm hiểu về có sản phẩm nào chứa đường không,0,0,0,1,0,0
tớ muốn thử cà phê gì,0,0,1,0,0,0
mình muốn biết cà phê là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình muốn hỏi bạn chút thông tin về cà phê là sản phẩm thuộc nhóm nào,1,0,0,0,0,0
hello mình muốn hỏi bạn chút thông tin về,0,0,0,0,0,1
mình có điều muốn hỏi cửa hàng gợi ý sản phẩm cho em được không,0,0,1,0,0,0
xin chào cậu bạn có thể cho tớ thông tin về,0,0,0,0,0,1
chào mọi người bạn có thể cho tớ thông tin về,0,0,0,0,0,1
mình muốn tìm hiểu về có gì đặc biệt về espresso mà mình nên biết,1,0,0,0,0,0
quán mình có điều muốn hỏi,0,0,0,0,0,1
có thể hỏi bạn về chất lượng của cà phê thế nào,0,0,0,0,1,0
có thể hỏi bạn về espresso có ngon không,0,0,0,0,1,0
mình có một câu hỏi americano thuộc loại nào,1,0,0,0,0,0
mình có một thắc mắc cho tôi biết cà phê nào phù hợp với bạn,0,0,1,0,0,0
mình có một thắc mắc sữa có trong sản phẩm nào,0,0,0,1,0,0
bạn cho mình xin thông tin về quán có thể báo giá espresso giúp mình được không,1,0,0,0,0,0
có thể hỏi bạn về nhiều người đánh giá cà phê cao không,0,0,0,0,1,0
mình cần bạn giải đáp americano có đảm bảo chất lượng không,0,0,0,0,1,0
alo mọi người bạn giúp mình chút được không,0,0,0,0,0,1
bạn có thể trả lời thắc mắc của mình có nên tin tưởng vào chất lượng của cà phê không,0,0,0,0,1,0
bạn có thể trả lời thắc mắc của mình americano có tính năng nổi bật nào,1,0,0,0,0,0
mình hỏi chút nhiều người đánh giá cà phê cao không,0,0,0,0,1,0
bạn giúp mình chút được không sản phẩm nào đang được nhiều khách hàng quan tâm và mua sắm,0,1,0,0,0,0
bạn cho mình hỏi mật ong có trong sản phẩm nào,0,0,0,1,0,0
bạn cho mình xin thông tin về espresso có nổi tiếng không,0,0,0,0,1,0
mình thắc mắc chút cà phê nào phù hợp với anh,0,0,1,0,0,0
bạn giúp mình chút được không sản phẩm nào sử dụng phô mai,0,0,0,1,0,0
cho mình hỏi americano thuộc loại nào,1,0,0,0,0,0
có thể giải đáp giúp mình không cà phê nào tôi nên xem xét,0,0,1,0,0,0
mình có một câu hỏi nguyên liệu nào được dùng để làm cà phê,1,0,0,0,0,0
cho mình hỏi có gì đặc biệt về cà phê mà mình nên biết,1,0,0,0,0,0
bạn giúp mình chút được không espresso có là sản phẩm phổ biến không,0,0,0,0,1,0
có thể cho mình biết espresso có giá trị sử dụng cao không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về sản phẩm nào đang được đánh giá cao nhất,0,1,0,0,0,0
có thể giải đáp giúp mình không sản phẩm nào được làm từ bơ,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình số lượng americano hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
bạn giúp mình với sản phẩm espresso có đáng mua không,0,0,0,0,1,0
bạn có thể trả lời giúp mình độ ngon của americano như thế nào,0,0,0,0,1,0
bạn giúp mình chút được không độ uy tín của americano thế nào,0,0,0,0,1,0
xin chào quán mình muốn hỏi bạn chút thông tin về,0,0,0,0,0,1
em bạn cho mình xin thông tin về,0,0,0,0,0,1
cậu có thể cho mình biết chất lượng của espresso có đảm bảo không,0,0,0,0,1,0
bạn có thể trả lời thắc mắc của mình bơ có trong sản phẩm nào,0,0,0,1,0,0
mình hỏi chút sản phẩm nào có phô mai,0,0,0,1,0,0
mình thắc mắc chút có cà phê nào phù hợp với tôi không,0,0,1,0,0,0
mình có điều muốn hỏi cà phê còn hàng không,1,0,0,0,0,0
bạn có thể trả lời giúp mình bạn có thể gợi ý cà phê cho tôi không,0,0,1,0,0,0
bạn có thể cho tớ thông tin về espresso có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể cho tớ thông tin về cà phê có được nhiều người đánh giá cao không,0,0,0,0,1,0
cho mình hỏi độ ngon của americano như thế nào,0,0,0,0,1,0
mình có một thắc mắc danh sách sản phẩm bán chạy hàng đầu,0,1,0,0,0,0
bạn giúp mình chút được không sản phẩm nào có bột mì,0,0,0,1,0,0
mình cần chút thông tin về sản phẩm có chứa cà phê không,0,0,0,1,0,0
mình có một câu hỏi có sản phẩm nào được chế biến từ mật ong,0,0,0,1,0,0
bạn có thể trả lời thắc mắc của mình số lượng espresso hiện tại trong kho là bao nhiêu,1,0,0,0,0,0
cậu giúp mình với sản phẩm cà phê có thực sự chất lượng không,0,0,0,0,1,0
có thể hỏi bạn về espresso có phù hợp với tôi không,0,0,0,0,1,0
cho tớ hỏi gợi ý cho tôi cà phê tương tự với,0,0,1,0,0,0
chào mình có một thắc mắc,0,0,0,0,0,1
alo bạn mình đang thắc mắc về,0,0,0,0,0,1
cho mình thắc mắc americano có chất lượng không,0,0,0,0,1,0
mình có một câu hỏi bạn có thể cho mình biết giá của cà phê không,1,0,0,0,0,0
mình cần chút thông tin về quán có thống kê về những sản phẩm bán chạy trong năm nay không,0,1,0,0,0,0
mình có điều muốn hỏi có sản phẩm nào được chế biến từ bột mì,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn cho tôi biết cà phê nào phù hợp với mình,0,0,1,0,0,0
mình muốn biết cà phê có chất lượng không,0,0,0,0,1,0
bạn giúp mình chút được không espresso được giới thiệu ra sao,1,0,0,0,0,0
bạn giúp mình chút được không quán có thể báo giá espresso giúp mình được không,1,0,0,0,0,0
chào em mình cần bạn giải đáp,0,0,0,0,0,1
mình đang thắc mắc về tớ có thể thử cà phê nào,0,0,1,0,0,0
chào em mình thắc mắc muốn hỏi bạn,0,0,0,0,0,1
có thể giúp mình giải đáp americano có thành phần đặc trưng nào,1,0,0,0,0,0
bạn giúp mình với tôi có thể tìm sản phẩm chứa trà ở đâu,0,0,0,1,0,0
bạn có thể cung cấp thông tin về sản phẩm nào được nhiều người mua nhất tuần này,0,1,0,0,0,0
cho mình thắc mắc top sản phẩm nào đang được khách hàng yêu thích nhất hiện nay,0,1,0,0,0,0
cho tớ hỏi top sản phẩm bán chạy trong tháng này,0,1,0,0,0,0
có thể giải đáp giúp mình không espresso được chế biến như thế nào,1,0,0,0,0,0
mình muốn biết giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
cậu giúp mình với sản phẩm nào có bơ,0,0,0,1,0,0
có thể hỏi bạn về,0,0,0,0,0,1
cậu giúp mình với độ uy tín của espresso thế nào,0,0,0,0,1,0
bạn có thể cho tớ thông tin về espresso là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình thắc mắc chút mhững sản phẩm nào đang hot nhất hiện nay,0,1,0,0,0,0
alo bạn có thể hỗ trợ mình với,0,0,0,0,0,1
mình muốn hỏi espresso có ngon không,0,0,0,0,1,0
cho mình thắc mắc espresso có an toàn khi sử dụng không,0,0,0,0,1,0
hello shop mình muốn hỏi,0,0,0,0,0,1
mình có một câu hỏi americano có phải là sản phẩm ngon nhất không,0,0,0,0,1,0
alo cậu có thể giúp mình giải đáp,0,0,0,0,0,1
bạn có thể trả lời thắc mắc của mình quán còn bán cà phê này không,1,0,0,0,0,0
hey anh mình đang thắc mắc về,0,0,0,0,0,1
bạn có thể trả lời giúp mình americano được làm từ nguyên liệu gì,1,0,0,0,0,0
bạn cho mình xin thông tin về sản phẩm nào đang được mọi người ưa chuộng mua sắm hiện tại,0,1,0,0,0,0
chào quán bạn cho mình xin thông tin về,0,0,0,0,0,1
chào có thể cho mình biết,0,0,0,0,0,1
bạn có thể cung cấp thông tin về đánh giá về cà phê có cao không,0,0,0,0,1,0
mình cần bạn giải đáp mình muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
cho tớ hỏi cà phê còn không,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình cà phê là thuộc dòng sản phẩm gì,1,0,0,0,0,0
có thể liệt kê sản phẩm bán chạy giúp mình không,0,1,0,0,0,0
mình muốn tìm hiểu về sản phẩm nào sử dụng bơ,0,0,0,1,0,0
mình muốn tìm hiểu về cà phê là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
bạn cho mình hỏi có nên tin tưởng vào chất lượng của americano không,0,0,0,0,1,0
bạn giúp mình với espresso có giá trị sử dụng cao không,0,0,0,0,1,0
mình thắc mắc chút americano có chất lượng ổn không,0,0,0,0,1,0
mình cần bạn giải đáp sản phẩm americano có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
cho tớ hỏi bạn nên dùng cà phê nào,0,0,1,0,0,0
mình cần bạn giải đáp nguyên liệu chính của americano là gì,1,0,0,0,0,0
có thể hỗ trợ mình với có cà phê nào phù hợp với mình không,0,0,1,0,0,0
có thể hỗ trợ mình với americano với cà phê thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
bạn có thể cung cấp thông tin về cà phê có trong sản phẩm nào,0,0,0,1,0,0
xin chào anh có thể giúp mình giải đáp,0,0,0,0,0,1
bạn giúp mình với sản phẩm nào có bột mì,0,0,0,1,0,0
mình thắc mắc chút espresso có đáng tin cậy không,0,0,0,0,1,0
bạn giúp mình chút được không giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
bạn giúp mình chút được không sản phẩm nào được chế biến bởi bơ,0,0,0,1,0,0
mình muốn tìm hiểu về mình cần bao nhiêu tiền để mua americano,1,0,0,0,0,0
xin chào có thể hỗ trợ mình với,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về cà phê là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình có một câu hỏi có cà phê nào mà tớ không nên bỏ lỡ không,0,0,1,0,0,0
cậu giúp mình với giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
mình muốn tìm hiểu về espresso với cà phê thì cái nào phổ biến hơn,0,0,0,0,1,0
mình cần chút thông tin về espresso giá bao nhiêu,1,0,0,0,0,0
mình đang thắc mắc về sản phẩm nào sử dụng bơ,0,0,0,1,0,0
bạn có thể cung cấp thông tin về thành phần của americano không,1,0,0,0,0,0
cậu giúp mình với sản phẩm espresso có đáng để sử dụng không,0,0,0,0,1,0
mình đang thắc mắc về thông tin về cà phêthông tin chi tiết về cà phê,1,0,0,0,0,0
bạn cho mình hỏi có cà phê nào mà anh không nên bỏ lỡ không,0,0,1,0,0,0
có thể giúp mình giải đáp có mặt hàng nào hiện tại đang dẫn đầu về lượng bán ra không,0,1,0,0,0,0
có thể hỗ trợ mình với americano có tốt không,0,0,0,0,1,0
cho tớ hỏi nên chọn cà phê hay espresso,0,0,0,0,1,0
mình có điều muốn hỏi bạn có thể cho mình biết giá của espresso không,1,0,0,0,0,0
bạn có thể trả lời giúp mình sản phẩm chứa socola nào phổ biến nhất,0,0,0,1,0,0
bạn có thể trả lời giúp mình americano có là sản phẩm phổ biến không,0,0,0,0,1,0
cậu giúp mình với tôi có thể tìm sản phẩm chứa đường ở đâu,0,0,0,1,0,0
có thể giúp mình giải đáp sản phẩm nào được làm từ trà,0,0,0,1,0,0
bạn giúp mình với người dùng nói gì về americano,0,0,0,0,1,0
mình cần chút thông tin về sản phẩm chứa bột mì nào phổ biến nhất,0,0,0,1,0,0
mình muốn tìm hiểu về espresso có tính năng nổi bật nào,1,0,0,0,0,0
mình muốn hỏi có sản phẩm nào chứa sữa không,0,0,0,1,0,0
mình cần chút thông tin về những sản phẩm nào đang bán chạy nhất trong danh mục hiện nay,0,1,0,0,0,0
bạn cho mình hỏi sản phẩm có chứa mật ong không,0,0,0,1,0,0
có thể hỗ trợ mình với bạn thấy cà phê có đáng thử không,0,0,0,0,1,0
cho mình thắc mắc cà phê có tốt không,0,0,0,0,1,0
bạn có thể cung cấp thông tin về americano có tính năng nổi bật nào,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình gợi ý cà phê nào cho em tốt nhất,0,0,1,0,0,0
